provider,category,name,serving_size,calories,fat_g,sat_fat_g,trans_fat_g,cholesterol_mg,sodium_mg,carbohydrates_g,fiber_g,sugar_g,protein_g,entities
Chick-Fil-A,Entrées,3 ct Chick-fil-A Chick-n-Strips™,136,310.0,14.0,2.5,0.0,75,870,16,0,2,29,"['mid-calorie','high-fat','mid-sat-fat','low-cholesterol','high-sodium','mid-carb','low-sugar','fiber-free','high-protein','Chick-Fil-A','Entrées','medium-portion','Gluten-Free','Balanced-Meal','paleo']"
Chick-Fil-A,Entrées,4 ct Chick-fil-A Chick-n-Strips™,181,410.0,19.0,3.5,0.0,100,1150,22,0,2,39,"['high-calorie','high-fat','mid-sat-fat','mid-cholesterol','high-sodium','mid-carb','low-sugar','fiber-free','high-protein','Chick-Fil-A','Entrées','medium-portion','Gluten-Free','Balanced-Meal','paleo']"
Chick-Fil-A,Entrées,Chick-fil-A Cool Wrap®,231,660.0,45.0,9.0,0.0,110,1420,32,14,5,43,"['high-calorie','high-fat','high-sat-fat','mid-cholesterol','high-sodium','mid-carb','mid-sugar','high-fiber','high-protein','Chick-Fil-A','Entrées','medium-portion','Gluten-Free','Balanced-Meal']"
Chick-Fil-A,Salads,Cobb Salad with Nuggets,411,830.0,60.0,13.0,0.0,230,2220,31,5,8,42,"['high-calorie','high-fat','high-sat-fat','high-cholesterol','high-sodium','mid-carb','mid-sugar','mid-fiber','high-protein','Chick-Fil-A','Salads','large-portion','Gluten-Free','Balanced-Meal']"
Chick-Fil-A,Salads,Cobb Salad with Spicy Grilled Filet (Cold),383,690.0,51.0,11.0,0.0,210,1740,23,6,8,34,"['high-calorie','high-fat','high-sat-fat','high-cholesterol','high-sodium','mid-carb','mid-sugar','mid-fiber','high-protein','Chick-Fil-A','Salads','large-portion','Gluten-Free','Balanced-Meal']"
Chick-Fil-A,Salads,Cobb Salad with Grilled Nuggets,392,710.0,52.0,11.0,0.0,230,1450,22,6,8,40,"['high-calorie','high-fat','high-sat-fat','high-cholesterol','high-sodium','mid-carb','mid-sugar','mid-fiber','high-protein','Chick-Fil-A','Salads','large-portion','Gluten-Free','Balanced-Meal']"
Chick-Fil-A,Salads,Cobb Salad with Chick-fil-A Chick-n-Strips®,434,890.0,63.0,13.0,0.0,220,1880,37,5,9,44,"['high-calorie','high-fat','high-sat-fat','high-cholesterol','high-sodium','mid-carb','mid-sugar','mid-fiber','high-protein','Chick-Fil-A','Salads','large-portion','Gluten-Free','Balanced-Meal']"
Chick-Fil-A,Salads,Cobb Salad with Grilled Filet (Cold),383,690.0,50.0,11.0,0.0,220,1390,22,5,8,36,"['high-calorie','high-fat','high-sat-fat','high-cholesterol','high-sodium','mid-carb','mid-sugar','mid-fiber','high-protein','Chick-Fil-A','Salads','large-portion','Gluten-Free','Mediterranean','Balanced-Meal']"
Chick-Fil-A,Salads,Cobb Salad with Chick-fil-A® Filet,413,830.0,60.0,13.0,0.0,215,2130,33,5,9,39,"['high-calorie','high-fat','high-sat-fat','high-cholesterol','high-sodium','mid-carb','mid-sugar','mid-fiber','high-protein','Chick-Fil-A','Salads','large-portion','Gluten-Free','Balanced-Meal']"
Chick-Fil-A,Salads,Cobb Salad with Spicy Filet,418,860.0,62.0,13.0,0.0,210,2400,37,6,9,38,"['high-calorie','high-fat','high-sat-fat','high-cholesterol','high-sodium','mid-carb','mid-sugar','mid-fiber','high-protein','Chick-Fil-A','Salads','large-portion','Gluten-Free','Balanced-Meal']"
Chick-Fil-A,Salads,Cobb Salad with Grilled Filet (Warm),382,690.0,50.0,11.0,0.0,215,1380,22,5,8,36,"['high-calorie','high-fat','high-sat-fat','high-cholesterol','high-sodium','mid-carb','mid-sugar','mid-fiber','high-protein','Chick-Fil-A','Salads','large-portion','Gluten-Free','Mediterranean','Balanced-Meal']"
Chick-Fil-A,Salads,Cobb Salad with No Chicken,298,580.0,49.0,11.0,0.0,145,1010,21,5,7,15,"['high-calorie','high-fat','high-sat-fat','mid-cholesterol','high-sodium','mid-carb','mid-sugar','mid-fiber','mid-protein','Chick-Fil-A','Salads','medium-portion','Gluten-Free','Balanced-Meal']"
Chick-Fil-A,Salads,Spicy Southwest Salad with Spicy Grilled Filet (Cold),424,680.0,49.0,10.0,0.0,100,1570,27,7,7,33,"['high-calorie','high-fat','high-sat-fat','mid-cholesterol','high-sodium','mid-carb','mid-sugar','mid-fiber','high-protein','Chick-Fil-A','Salads','large-portion','Gluten-Free','Mediterranean']"
Chick-Fil-A,Salads,Spicy Southwest Salad with Grilled Filet (Cold),424,680.0,48.0,9.5,0.0,110,1220,26,7,7,35,"['high-calorie','high-fat','high-sat-fat','mid-cholesterol','high-sodium','mid-carb','mid-sugar','mid-fiber','high-protein','Chick-Fil-A','Salads','large-portion','Gluten-Free','Mediterranean']"
Chick-Fil-A,Salads,Spicy Southwest Salad with Nuggets,452,830.0,58.0,12.0,0.0,120,2060,36,7,7,40,"['high-calorie','high-fat','high-sat-fat','mid-cholesterol','high-sodium','mid-carb','mid-sugar','mid-fiber','high-protein','Chick-Fil-A','Salads','large-portion','Gluten-Free','Mediterranean']"
Chick-Fil-A,Salads,Spicy Southwest Salad with Grilled Nuggets,434,700.0,49.0,10.0,0.0,125,1290,26,7,7,39,"['high-calorie','high-fat','high-sat-fat','mid-cholesterol','high-sodium','mid-carb','mid-sugar','mid-fiber','high-protein','Chick-Fil-A','Salads','large-portion','Gluten-Free','Mediterranean']"
Chick-Fil-A,Salads,Spicy Southwest Salad with Chick-fil-A Chick-n-Strips™,475,880.0,60.0,12.0,0.0,115,1710,41,7,8,43,"['high-calorie','high-fat','high-sat-fat','mid-cholesterol','high-sodium','mid-carb','mid-sugar','mid-fiber','high-protein','Chick-Fil-A','Salads','large-portion','Gluten-Free','paleo','Mediterranean']"
Chick-Fil-A,Salads,Spicy Southwest Salad with Chick-fil-A® Filet,454,830.0,58.0,12.0,0.0,110,1960,37,7,8,38,"['high-calorie','high-fat','high-sat-fat','mid-cholesterol','high-sodium','mid-carb','mid-sugar','mid-fiber','high-protein','Chick-Fil-A','Salads','large-portion','Gluten-Free','Mediterranean']"
Chick-Fil-A,Salads,Spicy Southwest Salad with Spicy Filet,459,850.0,60.0,12.0,0.0,105,2230,41,8,8,37,"['high-calorie','high-fat','high-sat-fat','mid-cholesterol','high-sodium','mid-carb','mid-sugar','high-fiber','high-protein','Chick-Fil-A','Salads','large-portion','Gluten-Free','Mediterranean']"
Chick-Fil-A,Salads,Spicy Southwest Salad with Grilled Filet (Warm),423,680.0,48.0,9.5,0.0,110,1220,26,7,7,35,"['high-calorie','high-fat','high-sat-fat','mid-cholesterol','high-sodium','mid-carb','mid-sugar','mid-fiber','high-protein','Chick-Fil-A','Salads','large-portion','Gluten-Free','Mediterranean']"
Chick-Fil-A,Salads,Spicy Southwest Salad with No Chicken,339,570.0,47.0,9.5,0.0,35,850,25,7,6,14,"['high-calorie','high-fat','high-sat-fat','low-cholesterol','high-sodium','mid-carb','mid-sugar','mid-fiber','mid-protein','Chick-Fil-A','Salads','large-portion','Gluten-Free','Mediterranean']"
Chick-Fil-A,Sides,Small Chick-fil-A Waffle Potato Fries®,96,320.0,19.0,3.0,0.0,0,190,35,4,1,4,"['mid-calorie','high-fat','mid-sat-fat','cholesterol-free','mid-sodium','mid-carb','low-sugar','mid-fiber','low-protein','Chick-Fil-A','Sides','small-portion','paleo','Mediterranean','Gluten-Free']"
Chick-Fil-A,Sides,Medium Chick-fil-A Waffle Potato Fries®,125,420.0,24.0,4.0,0.0,0,240,45,5,1,5,"['high-calorie','high-fat','mid-sat-fat','cholesterol-free','mid-sodium','mid-carb','low-sugar','mid-fiber','mid-protein','Chick-Fil-A','Sides','medium-portion','paleo','Mediterranean','Gluten-Free']"
Chick-Fil-A,Sides,Large Chick-fil-A Waffle Potato Fries®,179,600.0,35.0,5.0,0.0,0,340,65,7,1,7,"['high-calorie','high-fat','high-sat-fat','cholesterol-free','mid-sodium','high-carb','low-sugar','mid-fiber','mid-protein','Chick-Fil-A','Sides','medium-portion','Gluten-Free']"
Chick-Fil-A,Sides,Small Fruit Cup,107,60.0,0.0,0.0,0.0,0,0,14,2,11,1,"['low-calorie','fat-free','sat-fat-free','cholesterol-free','sodium-free','low-carb','mid-sugar','low-fiber','low-protein','Chick-Fil-A','Sides','medium-portion','paleo','Gluten-Free']"
Chick-Fil-A,Sides,Small Fruit Cup,107,60.0,0.0,0.0,0.0,0,0,14,2,11,1,"['low-calorie','fat-free','sat-fat-free','cholesterol-free','sodium-free','low-carb','mid-sugar','low-fiber','low-protein','Chick-Fil-A','Sides','medium-portion','paleo','Gluten-Free']"
Chick-Fil-A,Sides,Medium Fruit Cup,125,70.0,0.0,0.0,0.0,0,0,16,2,12,1,"['low-calorie','fat-free','sat-fat-free','cholesterol-free','sodium-free','mid-carb','mid-sugar','low-fiber','low-protein','Chick-Fil-A','Sides','medium-portion','paleo','Gluten-Free']"
Chick-Fil-A,Sides,Medium Fruit Cup,125,70.0,0.0,0.0,0.0,0,0,16,2,12,1,"['low-calorie','fat-free','sat-fat-free','cholesterol-free','sodium-free','mid-carb','mid-sugar','low-fiber','low-protein','Chick-Fil-A','Sides','medium-portion','paleo','Gluten-Free']"
Chick-Fil-A,Sides,Large Fruit Cup,215,120.0,0.0,0.0,0.0,0,0,28,4,21,1,"['low-calorie','fat-free','sat-fat-free','cholesterol-free','sodium-free','mid-carb','high-sugar','mid-fiber','low-protein','Chick-Fil-A','Sides','medium-portion','paleo','Gluten-Free']"
Chick-Fil-A,Sides,Large Fruit Cup,215,120.0,0.0,0.0,0.0,0,0,28,4,21,1,"['low-calorie','fat-free','sat-fat-free','cholesterol-free','sodium-free','mid-carb','high-sugar','mid-fiber','low-protein','Chick-Fil-A','Sides','medium-portion','paleo','Gluten-Free']"
Chick-Fil-A,Sides,Side Salad,166,530.0,47.0,8.0,0.0,35,730,16,5,5,8,"['high-calorie','high-fat','high-sat-fat','low-cholesterol','high-sodium','mid-carb','mid-sugar','mid-fiber','mid-protein','Chick-Fil-A','Sides','medium-portion','Gluten-Free','Balanced-Meal']"
Chick-Fil-A,Sides,Small Mac & Cheese,136,270.0,17.0,10.0,0.0,40,710,17,2,2,12,"['mid-calorie','high-fat','high-sat-fat','low-cholesterol','high-sodium','mid-carb','low-sugar','low-fiber','mid-protein','Chick-Fil-A','Sides','medium-portion','Gluten-Free']"
Chick-Fil-A,Sides,Medium Mac & Cheese,227,450.0,29.0,16.0,0.0,70,1190,28,3,3,20,"['high-calorie','high-fat','high-sat-fat','low-cholesterol','high-sodium','mid-carb','low-sugar','mid-fiber','high-protein','Chick-Fil-A','Sides','medium-portion','Gluten-Free']"
Chick-Fil-A,Sides,Large Mac & Cheese,425,840.0,53.0,30.0,0.5,130,2230,53,5,6,38,"['high-calorie','high-fat','high-sat-fat','mid-cholesterol','high-sodium','high-carb','mid-sugar','mid-fiber','high-protein','Chick-Fil-A','Sides','large-portion','Gluten-Free']"
Chick-Fil-A,Sides,Cup of Chicken Noodle Soup,233,170.0,4.0,1.0,0.0,30,1220,25,1,1,10,"['low-calorie','mid-fat','low-sat-fat','low-cholesterol','high-sodium','mid-carb','low-sugar','low-fiber','mid-protein','Chick-Fil-A','Sides','medium-portion','Gluten-Free']"
Chick-Fil-A,Sides,Bowl of Chicken Noodle Soup,422,280.0,6.0,2.0,0.0,55,2060,38,2,2,17,"['mid-calorie','mid-fat','mid-sat-fat','low-cholesterol','high-sodium','mid-carb','low-sugar','low-fiber','mid-protein','Chick-Fil-A','Sides','large-portion','Gluten-Free']"
Chick-Fil-A,Sides,Kale Crunch Side,112,170.0,12.0,1.5,0.0,0,250,13,4,8,4,"['low-calorie','high-fat','low-sat-fat','cholesterol-free','mid-sodium','low-carb','mid-sugar','mid-fiber','low-protein','Chick-Fil-A','Sides','medium-portion','paleo','Mediterranean','Gluten-Free']"
Chick-Fil-A,Sides,Berry Parfait with Granola,206,270.0,9.0,3.5,0.0,20,85,35,1,26,13,"['mid-calorie','mid-fat','mid-sat-fat','low-cholesterol','low-sodium','mid-carb','high-sugar','low-fiber','mid-protein','Chick-Fil-A','Sides','medium-portion','paleo','Gluten-Free','Mediterranean']"
Chick-Fil-A,Sides,Berry Parfait with Granola,206,270.0,9.0,3.5,0.0,20,85,35,1,26,13,"['mid-calorie','mid-fat','mid-sat-fat','low-cholesterol','low-sodium','mid-carb','high-sugar','low-fiber','mid-protein','Chick-Fil-A','Sides','medium-portion','paleo','Gluten-Free','Mediterranean']"
Chick-Fil-A,Sides,Berry Parfait with Cookie Crumbs,195,240.0,8.0,3.5,0.0,20,85,31,1,25,12,"['mid-calorie','mid-fat','mid-sat-fat','low-cholesterol','low-sodium','mid-carb','high-sugar','low-fiber','mid-protein','Chick-Fil-A','Sides','medium-portion','paleo','Gluten-Free']"
Chick-Fil-A,Sides,Berry Parfait with Cookie Crumbs,195,240.0,8.0,3.5,0.0,20,85,31,1,25,12,"['mid-calorie','mid-fat','mid-sat-fat','low-cholesterol','low-sodium','mid-carb','high-sugar','low-fiber','mid-protein','Chick-Fil-A','Sides','medium-portion','paleo','Gluten-Free']"
Chick-Fil-A,Sides,Waffle Potato Chips,43,220.0,13.0,3.5,0.0,0,250,25,2,0,3,"['mid-calorie','high-fat','mid-sat-fat','cholesterol-free','mid-sodium','mid-carb','sugar-free','low-fiber','low-protein','Chick-Fil-A','Sides','small-portion','paleo','Gluten-Free']"
Chick-Fil-A,Sides,Buddy Fruits® Apple Sauce,90,45.0,0.0,0.0,0.0,0,0,12,1,8,0,"['low-calorie','fat-free','sat-fat-free','cholesterol-free','sodium-free','low-carb','mid-sugar','low-fiber','protein-free','Chick-Fil-A','Sides','small-portion','paleo','Gluten-Free','vegan','Mediterranean']"
Chick-Fil-A,Kid's Meals (nutrition per entrée only),5 ct Chick-fil-A® Nuggets,71,160.0,7.0,1.5,0.0,50,760,7,0,1,17,"['low-calorie','mid-fat','low-sat-fat','low-cholesterol','high-sodium','low-carb','low-sugar','fiber-free','mid-protein','Chick-Fil-A','Kids Meals','small-portion','Gluten-Free']"
Chick-Fil-A,Kid's Meals (nutrition per entrée only),5 ct Chick-fil-A® Nuggets,71,160.0,7.0,1.5,0.0,50,760,7,0,1,17,"['low-calorie','mid-fat','low-sat-fat','low-cholesterol','high-sodium','low-carb','low-sugar','fiber-free','mid-protein','Chick-Fil-A','Kids Meals','small-portion','Gluten-Free']"
Chick-Fil-A,Kid's Meals (nutrition per entrée only),5 ct Chick-fil-A® Nuggets,71,160.0,7.0,1.5,0.0,50,760,7,0,1,17,"['low-calorie','mid-fat','low-sat-fat','low-cholesterol','high-sodium','low-carb','low-sugar','fiber-free','mid-protein','Chick-Fil-A','Kids Meals','small-portion','Gluten-Free']"
Chick-Fil-A,Kid's Meals (nutrition per entrée only),Kid's Meal Sides,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,"['no-calories','fat-free','sat-fat-free','cholesterol-free','sodium-free','carb-free','sugar-free','fiber-free','protein-free','Chick-Fil-A','Kids Meals','no-serving-size','paleo','Gluten-Free']"
Chick-Fil-A,Kid's Meals (nutrition per entrée only),Kid's Meal Sides,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,"['no-calories','fat-free','sat-fat-free','cholesterol-free','sodium-free','carb-free','sugar-free','fiber-free','protein-free','Chick-Fil-A','Kids Meals','no-serving-size','paleo','Gluten-Free']"
Chick-Fil-A,Kid's Meals (nutrition per entrée only),Kid's Meal Sides,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,"['no-calories','fat-free','sat-fat-free','cholesterol-free','sodium-free','carb-free','sugar-free','fiber-free','protein-free','Chick-Fil-A','Kids Meals','no-serving-size','paleo','Gluten-Free']"
Chick-Fil-A,Kid's Meals (nutrition per entrée only),Prize,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,"['no-calories','fat-free','sat-fat-free','cholesterol-free','sodium-free','carb-free','sugar-free','fiber-free','protein-free','Chick-Fil-A','Kids Meals','no-serving-size','paleo','Gluten-Free']"
Chick-Fil-A,Kid's Meals (nutrition per entrée only),Prize,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,"['no-calories','fat-free','sat-fat-free','cholesterol-free','sodium-free','carb-free','sugar-free','fiber-free','protein-free','Chick-Fil-A','Kids Meals','no-serving-size','paleo','Gluten-Free']"
Chick-Fil-A,Kid's Meals (nutrition per entrée only),Prize,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,"['no-calories','fat-free','sat-fat-free','cholesterol-free','sodium-free','carb-free','sugar-free','fiber-free','protein-free','Chick-Fil-A','Kids Meals','no-serving-size','paleo','Gluten-Free']"
Chick-Fil-A,Kid's Meals (nutrition per entrée only),Meal Beverages,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,"['no-calories','fat-free','sat-fat-free','cholesterol-free','sodium-free','carb-free','sugar-free','fiber-free','protein-free','Chick-Fil-A','Kids Meals','no-serving-size','paleo','Gluten-Free']"
Chick-Fil-A,Kid's Meals (nutrition per entrée only),Meal Beverages,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,"['no-calories','fat-free','sat-fat-free','cholesterol-free','sodium-free','carb-free','sugar-free','fiber-free','protein-free','Chick-Fil-A','Kids Meals','no-serving-size','paleo','Gluten-Free']"
Chick-Fil-A,Kid's Meals (nutrition per entrée only),Meal Beverages,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,"['no-calories','fat-free','sat-fat-free','cholesterol-free','sodium-free','carb-free','sugar-free','fiber-free','protein-free','Chick-Fil-A','Kids Meals','no-serving-size','paleo','Gluten-Free']"
Chick-Fil-A,Kid's Meals (nutrition per entrée only),2 ct Chick-fil-A Chick-n-Strips™,91,200.0,9.0,2.0,0.0,50,580,11,0,1,19,"['mid-calorie','mid-fat','mid-sat-fat','low-cholesterol','high-sodium','low-carb','low-sugar','fiber-free','mid-protein','Chick-Fil-A','Kids Meals','small-portion','Gluten-Free','paleo']"
Chick-Fil-A,Kid's Meals (nutrition per entrée only),2 ct Chick-fil-A Chick-n-Strips™,91,200.0,9.0,2.0,0.0,50,580,11,0,1,19,"['mid-calorie','mid-fat','mid-sat-fat','low-cholesterol','high-sodium','low-carb','low-sugar','fiber-free','mid-protein','Chick-Fil-A','Kids Meals','small-portion','Gluten-Free','paleo']"
Chick-Fil-A,Kid's Meals (nutrition per entrée only),Kid's Meal Sides,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,"['no-calories','fat-free','sat-fat-free','cholesterol-free','sodium-free','carb-free','sugar-free','fiber-free','protein-free','Chick-Fil-A','Kids Meals','no-serving-size','paleo','Gluten-Free']"
Chick-Fil-A,Kid's Meals (nutrition per entrée only),Kid's Meal Sides,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,"['no-calories','fat-free','sat-fat-free','cholesterol-free','sodium-free','carb-free','sugar-free','fiber-free','protein-free','Chick-Fil-A','Kids Meals','no-serving-size','paleo','Gluten-Free']"
Chick-Fil-A,Kid's Meals (nutrition per entrée only),Kid's Meal Sides,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,"['no-calories','fat-free','sat-fat-free','cholesterol-free','sodium-free','carb-free','sugar-free','fiber-free','protein-free','Chick-Fil-A','Kids Meals','no-serving-size','paleo','Gluten-Free']"
Chick-Fil-A,Kid's Meals (nutrition per entrée only),Prize,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,"['no-calories','fat-free','sat-fat-free','cholesterol-free','sodium-free','carb-free','sugar-free','fiber-free','protein-free','Chick-Fil-A','Kids Meals','no-serving-size','paleo','Gluten-Free']"
Chick-Fil-A,Kid's Meals (nutrition per entrée only),Prize,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,"['no-calories','fat-free','sat-fat-free','cholesterol-free','sodium-free','carb-free','sugar-free','fiber-free','protein-free','Chick-Fil-A','Kids Meals','no-serving-size','paleo','Gluten-Free']"
Chick-Fil-A,Kid's Meals (nutrition per entrée only),Prize,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,"['no-calories','fat-free','sat-fat-free','cholesterol-free','sodium-free','carb-free','sugar-free','fiber-free','protein-free','Chick-Fil-A','Kids Meals','no-serving-size','paleo','Gluten-Free']"
Chick-Fil-A,Kid's Meals (nutrition per entrée only),Meal Beverages,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,"['no-calories','fat-free','sat-fat-free','cholesterol-free','sodium-free','carb-free','sugar-free','fiber-free','protein-free','Chick-Fil-A','Kids Meals','no-serving-size','paleo','Gluten-Free']"
Chick-Fil-A,Kid's Meals (nutrition per entrée only),Meal Beverages,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,"['no-calories','fat-free','sat-fat-free','cholesterol-free','sodium-free','carb-free','sugar-free','fiber-free','protein-free','Chick-Fil-A','Kids Meals','no-serving-size','paleo','Gluten-Free']"
Chick-Fil-A,Kid's Meals (nutrition per entrée only),Meal Beverages,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,"['no-calories','fat-free','sat-fat-free','cholesterol-free','sodium-free','carb-free','sugar-free','fiber-free','protein-free','Chick-Fil-A','Kids Meals','no-serving-size','paleo','Gluten-Free']"
Chick-Fil-A,Kid's Meals (nutrition per entrée only),5 ct Grilled Nuggets,59,80.0,2.0,0.0,0.0,55,270,1,0,0,16,"['low-calorie','low-fat','sat-fat-free','low-cholesterol','mid-sodium','low-carb','sugar-free','fiber-free','mid-protein','Chick-Fil-A','Kids Meals','small-portion','paleo','Gluten-Free']"
Chick-Fil-A,Kid's Meals (nutrition per entrée only),5 ct Grilled Nuggets,59,80.0,2.0,0.0,0.0,55,270,1,0,0,16,"['low-calorie','low-fat','sat-fat-free','low-cholesterol','mid-sodium','low-carb','sugar-free','fiber-free','mid-protein','Chick-Fil-A','Kids Meals','small-portion','paleo','Gluten-Free']"
Chick-Fil-A,Kid's Meals (nutrition per entrée only),Kid's Meal Sides,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,"['no-calories','fat-free','sat-fat-free','cholesterol-free','sodium-free','carb-free','sugar-free','fiber-free','protein-free','Chick-Fil-A','Kids Meals','no-serving-size','paleo','Gluten-Free']"
Chick-Fil-A,Kid's Meals (nutrition per entrée only),Kid's Meal Sides,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,"['no-calories','fat-free','sat-fat-free','cholesterol-free','sodium-free','carb-free','sugar-free','fiber-free','protein-free','Chick-Fil-A','Kids Meals','no-serving-size','paleo','Gluten-Free']"
Chick-Fil-A,Kid's Meals (nutrition per entrée only),Kid's Meal Sides,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,"['no-calories','fat-free','sat-fat-free','cholesterol-free','sodium-free','carb-free','sugar-free','fiber-free','protein-free','Chick-Fil-A','Kids Meals','no-serving-size','paleo','Gluten-Free']"
Chick-Fil-A,Kid's Meals (nutrition per entrée only),Prize,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,"['no-calories','fat-free','sat-fat-free','cholesterol-free','sodium-free','carb-free','sugar-free','fiber-free','protein-free','Chick-Fil-A','Kids Meals','no-serving-size','paleo','Gluten-Free']"
Chick-Fil-A,Kid's Meals (nutrition per entrée only),Prize,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,"['no-calories','fat-free','sat-fat-free','cholesterol-free','sodium-free','carb-free','sugar-free','fiber-free','protein-free','Chick-Fil-A','Kids Meals','no-serving-size','paleo','Gluten-Free']"
Chick-Fil-A,Kid's Meals (nutrition per entrée only),Prize,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,"['no-calories','fat-free','sat-fat-free','cholesterol-free','sodium-free','carb-free','sugar-free','fiber-free','protein-free','Chick-Fil-A','Kids Meals','no-serving-size','paleo','Gluten-Free']"
Chick-Fil-A,Kid's Meals (nutrition per entrée only),Meal Beverages,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,"['no-calories','fat-free','sat-fat-free','cholesterol-free','sodium-free','carb-free','sugar-free','fiber-free','protein-free','Chick-Fil-A','Kids Meals','no-serving-size','paleo','Gluten-Free']"
Chick-Fil-A,Kid's Meals (nutrition per entrée only),Meal Beverages,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,"['no-calories','fat-free','sat-fat-free','cholesterol-free','sodium-free','carb-free','sugar-free','fiber-free','protein-free','Chick-Fil-A','Kids Meals','no-serving-size','paleo','Gluten-Free']"
Chick-Fil-A,Kid's Meals (nutrition per entrée only),Meal Beverages,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,"['no-calories','fat-free','sat-fat-free','cholesterol-free','sodium-free','carb-free','sugar-free','fiber-free','protein-free','Chick-Fil-A','Kids Meals','no-serving-size','paleo','Gluten-Free']"
Chick-Fil-A,Treats,Frosted Lemonade,383,320.0,6.0,3.5,0.0,25,120,65,0,63,6,"['mid-calorie','mid-fat','mid-sat-fat','low-cholesterol','low-sodium','high-carb','high-sugar','fiber-free','mid-protein','Chick-Fil-A','Treats','large-portion','Gluten-Free']"
Chick-Fil-A,Treats,Frosted Lemonade with Diet Lemonade,383,250.0,6.0,3.5,0.0,25,125,46,0,43,6,"['mid-calorie','mid-fat','mid-sat-fat','low-cholesterol','low-sodium','mid-carb','high-sugar','fiber-free','mid-protein','Chick-Fil-A','Treats','large-portion','paleo','Gluten-Free']"
Chick-Fil-A,Treats,Banana Frosted Coffee,415,730.0,15.0,7.0,0.0,25,350,143,2,110,10,"['high-calorie','high-fat','high-sat-fat','low-cholesterol','mid-sodium','high-carb','high-sugar','low-fiber','mid-protein','Chick-Fil-A','Treats','large-portion','Gluten-Free']"
Chick-Fil-A,Treats,Frosted Coffee,383,230.0,6.0,3.5,0.0,25,125,39,0,39,6,"['mid-calorie','mid-fat','mid-sat-fat','low-cholesterol','low-sodium','mid-carb','high-sugar','fiber-free','mid-protein','Chick-Fil-A','Treats','large-portion','paleo','Gluten-Free']"
Chick-Fil-A,Treats,Chocolate Chunk Cookie,78,370.0,17.0,9.0,0.0,15,230,49,3,26,5,"['mid-calorie','high-fat','high-sat-fat','low-cholesterol','mid-sodium','mid-carb','high-sugar','mid-fiber','mid-protein','Chick-Fil-A','Treats','small-portion','paleo','Mediterranean','Gluten-Free']"
Chick-Fil-A,Treats,6 pack Chocolate Chunk Cookie,78,370.0,17.0,9.0,0.0,15,230,49,3,26,5,"['mid-calorie','high-fat','high-sat-fat','low-cholesterol','mid-sodium','mid-carb','high-sugar','mid-fiber','mid-protein','Chick-Fil-A','Treats','small-portion','paleo','Mediterranean','Gluten-Free']"
Chick-Fil-A,Treats,Chocolate Fudge Brownie,85,370.0,21.0,8.0,0.0,65,140,47,2,35,4,"['mid-calorie','high-fat','high-sat-fat','low-cholesterol','low-sodium','mid-carb','high-sugar','low-fiber','low-protein','Chick-Fil-A','Treats','small-portion','paleo','Gluten-Free']"
Chick-Fil-A,Treats,Banana Pudding Milkshake,435,700.0,22.0,14.0,1.0,80,370,117,1,97,12,"['high-calorie','high-fat','high-sat-fat','low-cholesterol','mid-sodium','high-carb','high-sugar','low-fiber','mid-protein','Chick-Fil-A','Treats','large-portion','Gluten-Free']"
Chick-Fil-A,Treats,Cookies & Cream Milkshake,411,630.0,26.0,15.0,1.0,90,440,90,1,84,13,"['high-calorie','high-fat','high-sat-fat','low-cholesterol','high-sodium','high-carb','high-sugar','low-fiber','mid-protein','Chick-Fil-A','Treats','large-portion','Gluten-Free']"
